categorie_bis,companies,noms,titre_com,commentaire,reponses,notes,date_experience,date_commentaire,site,nombre_pages,date_scrap,verified,année_experience,mois_experience,jour_experience,année_commentaire,mois_commentaire,jour_commentaire,leadtime_com_exp,nombre_caractères,nombre_maj,nombre_car_spé,caractères_spé,emojis_positifs_count,emojis_negatifs_count,commentaire_text,langue_bis
bank,Orange Bank ,Helene,Service client au top," December 30, 2022","Bonjour Héléne, Nos clients sont au top ! Une bonne journéeFrancis",0.0,,2022-12-31,https://www.trustpilot.com/review/orangebank.fr?page=7,41,14-09-2024,0,0,0,0,2022,12,31,,18,1,1,,0,0,"december 30, 2022",nl
bank,Orange Bank ,AD,Gggggggggggg," April 24, 2022","Bonjour ,Nous ne sommes pas sûr de bien comprendre mais merci pour cette belle note 😉A bientôt , Vanessa",0.0,,2022-04-24,https://www.trustpilot.com/review/orangebank.fr?page=24,41,14-09-2024,0,0,0,0,2022,4,24,,15,1,1,,0,0,"april 24, 2022",ro
bank,Orange Bank ,Dj Paxton,cool,bonne news letter,"Bonjour, Merci de votre abonnement à notre newsletter. Ne pas hésiter à consulter le site internet orangebank.fr pour obtenir les dernières actus/promos. Une bonne journéeFrancis",0.0,,2023-06-30,https://www.trustpilot.com/review/orangebank.fr?page=3,41,14-09-2024,0,0,0,0,2023,6,30,,17,0,0,,0,0,bonne news letter,no
bank,Sumeria ,Marc,Top !,Top ! Vraiment top,,0.0,,2022-05-31,https://www.trustpilot.com/review/sumeria.eu?page=42,51,14-09-2024,1,0,0,0,2022,5,31,,18,2,1,,0,0,top vraiment top,en
bank,Orange Bank ,Philippe,Nickel au top," August 05, 2022","Bonjour Philippe,Nous vous remercions d’avoir pris le temps de nous laisser un message et sommes ravis de lire que vous êtes pleinement satisfait de votre expérience Orange Bank 😊​A bientôt,Philippe",0.0,,2022-08-05,https://www.trustpilot.com/review/orangebank.fr?page=14,41,14-09-2024,0,0,0,0,2022,8,5,,16,1,1,,0,0,"august 05, 2022",et
bank,Orange Bank ,Boissel,Excellente application," April 21, 2022","Bonjour,C’est un plaisir de lire tout le succès que rencontre notre application.Merci encore pour ce message 🤗Nous restons à votre disposition si besoin.A bientôt,Philippe",0.0,,2022-04-21,https://www.trustpilot.com/review/orangebank.fr?page=26,41,14-09-2024,0,0,0,0,2022,4,21,,15,1,1,,0,0,"april 21, 2022",ro
bank,Britline ,Mark,CA Britline - English speaking French Banking,"Crédit Agricole Britline have been great in helping me navigate the French Banking system which is very different from the UK. Their app is easy to use and they have been helpful in arranging insurances as well. If you need English speaking advice from a French Bank Britline hits the spot with their personal bankers.Crédit Agricole Britline m'a beaucoup aidé à m'y retrouver dans le système bancaire français qui est très différent de celui du Royaume-Uni. Leur application est facile à utiliser et ils m'ont aidé à souscrire des assurances. Si vous avez besoin de conseils en anglais de la part d'une banque française, Britline fait l'affaire avec ses banquiers personnels.",,0.0,,2023-12-11,https://www.trustpilot.com/review/britline.com?page=1,6,14-09-2024,0,0,0,0,2023,12,11,,676,21,13,''-''',0,0,"crédit agricole britline have been great in helping me navigate the french banking system which is very different from the uk. their app is easy to use and they have been helpful in arranging insurances as well. if you need english speaking advice from a french bank britline hits the spot with their personal bankers.crédit agricole britline m'a beaucoup aidé à m'y retrouver dans le système bancaire français qui est très différent de celui du royaume uni. leur application est facile à utiliser et ils m'ont aidé à souscrire des assurances. si vous avez besoin de conseils en anglais de la part d'une banque française, britline fait l'affaire avec ses banquiers personnels.",fr
bank,Fortuneo ,Matthieu,Très bon contact,"Très bon contact, l'application est nickel et la sécurité top",,0.0,,2023-03-20,https://www.trustpilot.com/review/fortuneo.fr?page=3,10,14-09-2024,0,0,0,0,2023,3,20,,61,1,2,',0,0,"très bon contact, l'application est nickel et la sécurité top",fr
bank,Floabank ,Kaz Slayers,Nickel l’echange," August 19, 2023","Bonjour Kaz Slayers,Je vous remercie de votre compliment ! Je vais personnellement faire passer votre message à mon équipe qui est mobilisée chaque jour pour vous satisfaire. C’est une information précieuse qui nous encourage à continuer dans ce sens ! Au plaisir d’échanger avec vous.Votre conseiller clientèle FLOA Bank.",0.0,,2023-08-19,https://www.trustpilot.com/review/floabank.fr?page=1,5,14-09-2024,0,0,0,0,2023,8,19,,16,1,1,,0,0,"august 19, 2023",et
bank,Sumeria ,Fortune,Too many unnecessary charges,"Too many unnecessary charges, charges me all the time when I accidentally activate wallet without even asking if I attempted to make a payment , for example I’ll accidentally press buttons while I sleep",,0.0,,2023-05-27,https://www.trustpilot.com/review/sumeria.eu?page=18,51,14-09-2024,1,0,0,0,2023,5,27,,202,5,3,’,0,0,"too many unnecessary charges, charges me all the time when i accidentally activate wallet without even asking if i attempted to make a payment , for example i ll accidentally press buttons while i sleep",en
bank,Ma French Bank ,Gérard,Pratique et simple," June 30, 2022","Bonjour,Votre commentaire nous va droit au cœur ! Heureux de vous savoir ravi par les services de Ma French Bank. Passez une belle journée ! L'équipe Ma French Bank",0.0,,2022-06-30,https://www.trustpilot.com/review/www.mafrenchbank.fr?page=4,5,14-09-2024,0,0,0,0,2022,6,30,,14,1,1,,0,0,"june 30, 2022",fr
bank,Sumeria ,Cliente,Too many bugs!,"The application has many bugs that make it not reliable as a bank account.  It can be used for small quantities of money but a more reliable back up system is necessary in many cases.(Impossible to show the data of the credit cards when needed, failures to request money to people without a Lydia account...)",,0.0,,2022-07-05,https://www.trustpilot.com/review/sumeria.eu?page=36,51,14-09-2024,1,0,0,0,2022,7,5,,308,4,8,(),0,0,"the application has many bugs that make it not reliable as a bank account. it can be used for small quantities of money but a more reliable back up system is necessary in many cases. impossible to show the data of the credit cards when needed, failures to request money to people without a lydia account...",en
bank,propulsebyca.fr ,Ioan T.,Très bon service," November 17, 2023","Bonjour Ioan, Merci de votre retour. Nous sommes ravis de pouvoir vous accompagner dans votre activité. Je vous souhaite une agréable journée. Lucie",0.0,,2023-11-17,https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,14-09-2024,0,0,0,0,2023,11,17,,18,1,1,,0,0,"november 17, 2023",no
bank,BoursoBank ,Amar S,My Most likely bank account,My Most likely bank account,"Bonjour Amar, Nous vous remercions pour votre commentaire. En effet, nous œuvrons quotidiennement à satisfaire nos clients.Bonne journée, L'équipe BoursoBank",0.0,,2024-07-20,https://www.trustpilot.com/review/boursobank.com?page=4,10,14-09-2024,0,0,0,0,2024,7,20,,27,2,0,,0,0,my most likely bank account,en
bank,Qonto ,Bozidar Jelisavac,Perfect,"Perfect, top",Hi Bozidar!Thanks for your kind words! I wish you an amazing day!,0.0,,2022-11-14,https://www.trustpilot.com/review/qonto.com?page=19,30,14-09-2024,0,0,0,0,2022,11,14,,12,1,1,,0,0,"perfect, top",en
bank,Pixpay ,Susana Ferreira,Application très intuitive,"Application très intuitive, très pratique, et avec plein de options utiles.","Merci pour votre retour Susana ! En effet, Pixpay est bien plus qu'une carte de paiement. De nombreuses fonctionnalités, comme le coffre-fort rémunéré, sont proposées aux ados afin d'adopter les bons réflexes de la gestion de l'argent de poche. Pratique n'est-ce pas ? 😉Sol-Iris de l'équipe Pixpay",0.0,,2024-06-11,https://www.trustpilot.com/review/pixpay.eu?page=1,13,14-09-2024,0,0,0,0,2024,6,11,,75,1,3,,0,0,"application très intuitive, très pratique, et avec plein de options utiles.",fr
bank,Qonto ,elsa etienne,Simple et efficace," December 26, 2022","Bonjour Elsa, merci beaucoup pour votre retour positif ! 😊 Nous sommes à votre disposition si vous avez la moindre question. Très belle journée ! ☀️",0.0,,2022-12-28,https://www.trustpilot.com/review/qonto.com?page=18,30,14-09-2024,0,0,0,0,2022,12,28,,18,1,1,,0,0,"december 26, 2022",nl
bank,Cofidis ,MAKUIZA KIMFUTA,Super service !," January 17, 2022","Bonjour MAKUIZA KIMFUTA,Merci pour votre retour. A très bientôt chez Cofidis ! Aïcha de l'équipe Cofidis.",0.0,,2022-01-17,https://www.trustpilot.com/review/cofidis.fr?page=9,17,14-09-2024,0,0,0,0,2022,1,17,,17,1,1,,0,0,"january 17, 2022",id
bank,Orange Bank ,Jean-David,pas terrible," May 04, 2022","Bonjour Jean-David,Merci d'avoir pris le temps de laisser votre avis sur notre page.Je suis sincèrement navrée pour ce retour d'expérience.Pouvez-vous m'en dire plus ? Afin de pouvoir vous recontacter et faire le point ensemble je vous invite à m'écrire sur webmaster@orangebank.fr.A bientôtLéa",0.0,,2022-05-04,https://www.trustpilot.com/review/orangebank.fr?page=22,41,14-09-2024,0,0,0,0,2022,5,4,,13,1,1,,0,0,"may 04, 2022",tl
bank,Immoprêt ,Jessica,Excellent service.," August 06, 2017",,0.0,,2017-08-06,https://www.trustpilot.com/review/immopret.fr?page=2,3,14-09-2024,1,0,0,0,2017,8,6,,16,1,1,,0,0,"august 06, 2017",et
bank,Orange Bank ,Delage,Simple efficace rapide," May 29, 2022","Bonjour David , Merci pour votre retour . Nous faisons en sorte de vous satisfaire au mieux chaque jour.A bientôt , Vanessa",0.0,,2022-05-29,https://www.trustpilot.com/review/orangebank.fr?page=18,41,14-09-2024,0,0,0,0,2022,5,29,,13,1,1,,0,0,"may 29, 2022",tl
bank,Cofidis ,IULIANA IFTIME,Excellent communication,"Excellent communication, attentive à notre besoin financier.Confirmation rapide et collaboration efficiente.","Bonjour IULIANA IFTIME, Merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle journée ! Annick de l'équipe Cofidis.",0.0,,2022-05-04,https://www.trustpilot.com/review/cofidis.fr?page=4,17,14-09-2024,0,0,0,0,2022,5,4,,108,2,3,,0,0,"excellent communication, attentive à notre besoin financier.confirmation rapide et collaboration efficiente.",fr
bank,Qonto ,Bruno Fridlansky,Service clients impeccable.,Service clients impeccable.Application ergonomique.,Merci Bruno !Nous faisons tout notre possible pour offrir un service qui réponde toujours à tous vos besoins. ☀️,0.0,,2024-03-12,https://www.trustpilot.com/review/qonto.com?page=8,30,14-09-2024,0,0,0,0,2024,3,12,,51,2,2,,0,0,service clients impeccable.application ergonomique.,fr
bank,Orange Bank ,Patricia,Je quitte à regret orange bank(pour…,"Je quitte à regret orange bank(pour convenance personnelle-santé-)Toujours bien accueillie, renseignée.... Mais je conseillerai à l'occasion","Bonjour Patricia,C'est vraiment regrettable de ne plus vous compter parmi nos fidèles clients après toutes ces années.Merci encore pour votre commentaire et vos recommandations.Au plaisir,Philippe",0.0,,2022-03-21,https://www.trustpilot.com/review/orangebank.fr?page=32,41,14-09-2024,0,0,0,0,2022,3,21,,140,3,10,(--)',0,0,"je quitte à regret orange bank pour convenance personnelle santé toujours bien accueillie, renseignée.... mais je conseillerai à l'occasion",fr
bank,Shine ,anna,perfect experience,"perfect experience : easy to start, relevant information when needed","Good afternoon Anna,Thanks a lot for your message. Feel free to contact us via feedback@shine.fr if you have any request, our team is here for you 😊Have a great day,Franck from Shine ☀️",0.0,,2021-12-18,https://www.trustpilot.com/review/shine.fr?page=3,6,14-09-2024,0,0,0,0,2021,12,18,,68,0,2,:,0,0,"perfect experience easy to start, relevant information when needed",en
bank,Younited Credit ,M françois GUYOT,SUPER SOCIETE DE CREDITS TRES REACTIVE…,SUPER SOCIETE DE CREDITS TRES REACTIVE sans problêmes merci pour votre pret accorde avec le moins d administratif possible,"Bonjour,Merci d’avoir pris le temps de nous faire un retour sur votre expérience auprès de Younited, et sommes ravis de lire que celle-ci s’est bien passée.Nous nous efforçons d’offrir à nos clients un crédit aussi juste, simple et rapide que possible et sommes heureux d’avoir pu vous en faire bénéficier.Excellente journée,Diane",0.0,,2023-07-28,https://www.trustpilot.com/review/www.younited-credit.com?page=1,38,14-09-2024,1,0,0,0,2023,7,28,,122,33,0,,0,0,super societe de credits tres reactive sans problêmes merci pour votre pret accorde avec le moins d administratif possible,fr
bank,Pixpay ,Eric NASZALYI,Top easy,Top facile et rapide,"Merci beaucoup Eric 🙏A bientôt,Rebecca",0.0,,2021-06-10,https://www.trustpilot.com/review/pixpay.eu?page=12,13,14-09-2024,0,0,0,0,2021,6,10,,20,1,0,,0,0,top facile et rapide,fr
bank,Cofidis ,Jennifer,Efficace rapidité,Efficace rapidité. Satistaite,Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Rémi de l'équipe Cofidis.,0.0,,2020-12-29,https://www.trustpilot.com/review/cofidis.fr?page=16,17,14-09-2024,0,0,0,0,2020,12,29,,29,2,1,,0,0,efficace rapidité. satistaite,fr
bank,Qonto ,Modou Kane,Excellente application," March 08, 2024","Bonjour Modou, merci pour votre retour positif ! ​​😍",0.0,,2024-03-11,https://www.trustpilot.com/review/qonto.com?page=10,30,14-09-2024,0,0,0,0,2024,3,11,,15,1,1,,0,0,"march 08, 2024",cy
bank,Shine ,Thomas,Simple et efficace," March 21, 2024",,0.0,,2024-03-28,https://www.trustpilot.com/review/shine.fr?page=2,6,14-09-2024,1,0,0,0,2024,3,28,,15,1,1,,0,0,"march 21, 2024",cy
bank,Qonto ,Amina,Top!!,Best online bank ever!,Merci beaucoup Amina! Nous sommes ravis de vous compter parmi nous 💜,0.0,,2021-03-15,https://www.trustpilot.com/review/qonto.com?page=27,30,14-09-2024,0,0,0,0,2021,3,15,,22,1,1,,0,0,best online bank ever,da
bank,Sumeria ,Roncey Sarah,The app is no perfect,"The app is no perfect. Sometimes there are bug. But, the team, is here to resolve the problems et answer our questions. Besides, they always improve the concept and the app.",Thanks for your feedback Sarah ! 😀,0.0,,2019-08-16,https://www.trustpilot.com/review/sumeria.eu?page=50,51,14-09-2024,0,0,0,0,2019,8,16,,173,4,7,,0,0,"the app is no perfect. sometimes there are bug. but, the team, is here to resolve the problems et answer our questions. besides, they always improve the concept and the app.",en
bank,Blank ,Mika,Super Banque,"Super Banque , super application, conseiller ultra rapide","Bonjour Mika, Toutes les équipes de Blank vous remercient d'avoir partagé votre expérience avec nos services. Nous sommes ravis de vous apporter satisfaction et de pouvoir vous accompagner. Belle journée !Camille",0.0,,2023-12-07,https://www.trustpilot.com/review/blank.app?page=3,3,14-09-2024,0,0,0,0,2023,12,7,,57,2,2,,0,0,"super banque , super application, conseiller ultra rapide",fr
bank,Sumeria ,Ouijjane,Au top no comment," May 18, 2022",,0.0,,2022-05-18,https://www.trustpilot.com/review/sumeria.eu?page=43,51,14-09-2024,1,0,0,0,2022,5,18,,13,1,1,,0,0,"may 18, 2022",tl
bank,Sumeria ,Alexandre Vm,Easy to use,Easy to use. Fair fees. Nice conciergerie services follow ups nice card and app,,0.0,,2023-02-06,https://www.trustpilot.com/review/sumeria.eu?page=21,51,14-09-2024,1,0,0,0,2023,2,6,,79,3,2,,0,0,easy to use. fair fees. nice conciergerie services follow ups nice card and app,en
bank,Younited Credit ,SYLVESTRE,APPRECIABLE," October 29, 2021","Bonjour Monsieur,Nous sommes enchantés de vous lire et ravis d’avoir contribué à la réalisation de votre projet . Bienvenue chez Younited. Excellente journée, SOFIANE de l'équipe Younited Credit",0.0,,2021-10-29,https://www.trustpilot.com/review/www.younited-credit.com?page=15,38,14-09-2024,1,0,0,0,2021,10,29,,17,1,1,,0,0,"october 29, 2021",sv
bank,Kard ,Valentin Caillon,Une néo-banque excellente performante…,Une néo-banque excellente performante simple à comprendre je recommande fortement.,"Hello 👋, Merci pour votre recommandation. Nathanaël de Kard 💜",0.0,,2024-03-13,https://www.trustpilot.com/review/kard.eu?page=1,2,14-09-2024,0,0,0,0,2024,3,13,,82,1,2,-,0,0,une néo banque excellente performante simple à comprendre je recommande fortement.,fr
bank,Sumeria ,Empanadas Chez Soi,Best French electronic wallet,Quick answers. Good value for money. Free basic app really useful for daily finance,,0.0,,2023-08-25,https://www.trustpilot.com/review/sumeria.eu?page=13,51,14-09-2024,1,0,0,0,2023,8,25,,83,3,2,,0,0,quick answers. good value for money. free basic app really useful for daily finance,en
bank,Sumeria ,Xavier,Lydia app,Living & loving it So Far,,0.0,,2022-07-09,https://www.trustpilot.com/review/sumeria.eu?page=36,51,14-09-2024,1,0,0,0,2022,7,9,,25,3,1,&,0,0,living loving it so far,en
bank,Qonto ,Scott Mckenzie,Perfect bank!,"Qonto makes banking a pleasure. The website and mobile app make normal daily banking easy. At the same time, the UX provides insight into the growth of my business and expenses. Also, the integrations with other sites, help me quickly keep track of expenses and accounting.","Hello Scott,We can not thank you enough for the kind words about our services. 🙌We are very happy to count you among our customers. If you have any questions, please feel free to contact us at careteam@qonto.com Have a great day. ☀️",0.0,,2024-05-02,https://www.trustpilot.com/review/qonto.com?page=1,30,14-09-2024,0,0,0,0,2024,5,2,,273,6,7,,0,0,"qonto makes banking a pleasure. the website and mobile app make normal daily banking easy. at the same time, the ux provides insight into the growth of my business and expenses. also, the integrations with other sites, help me quickly keep track of expenses and accounting.",en
bank,Younited Credit ,Alain,Service simple et facile," November 13, 2019",,0.0,,2019-11-13,https://www.trustpilot.com/review/www.younited-credit.com?page=23,38,14-09-2024,1,0,0,0,2019,11,13,,18,1,1,,0,0,"november 13, 2019",no
bank,Orange Bank ,Houssem,Merci,Merci orange bank,"Bonjour Houssem,Merci encore pour ce message et pour la confiance que vous nous accordez 🙌Si besoin, nous restons à votre écoute pour toutes demandes.A bientôt,Philippe",0.0,,2022-04-05,https://www.trustpilot.com/review/orangebank.fr?page=28,41,14-09-2024,0,0,0,0,2022,4,5,,17,1,0,,0,0,merci orange bank,id
bank,Orange Bank ,Goncalves,Orange bank est adapté à la vie du…,Orange bank est adapté à la vie du quotidien et facile à utiliser au niveau de l'application.,BonjourUn grand merci pour ce partage d'expérience. Je suis contente que vous puissiez utiliser votre application avec facilité au quotidien. Une belle journée à vous!Sara,0.0,,2022-02-27,https://www.trustpilot.com/review/orangebank.fr?page=36,41,14-09-2024,0,0,0,0,2022,2,27,,93,1,2,',0,0,orange bank est adapté à la vie du quotidien et facile à utiliser au niveau de l'application.,fr
bank,Sumeria ,Maxime Bon,Thank Teo to efficiently and shortly…,Thanks Teo to efficiently and shortly resolved my issue !!,Thanks for your message Maxime :),0.0,,2019-10-09,https://www.trustpilot.com/review/sumeria.eu?page=50,51,14-09-2024,0,0,0,0,2019,10,9,,58,2,2,,0,0,thanks teo to efficiently and shortly resolved my issue,en
bank,la Nef ,stephanie,le plaisir de faire partie d'un grand…,le plaisir de faire partie d'un grand projet qui humanise les populations . le vivre ensemble pour des projets constructifs et respectueux.merci,,0.0,,2024-06-06,https://www.trustpilot.com/review/www.lanef.com?page=1,6,14-09-2024,0,0,0,0,2024,6,6,,144,0,3,',0,0,le plaisir de faire partie d'un grand projet qui humanise les populations . le vivre ensemble pour des projets constructifs et respectueux.merci,fr
bank,Anytime ,MAIXENT SAYA MBOUBASSA,"Patients ,professionnel et sympathique","Patients ,professionnel et sympathiqueMerci Axel","Bonjour Maixent,Merci pour cet avis et d'avoir pris le temps de saluer le travail d'Axel ! 💙A très bientôt, Léa 🦋",0.0,,2021-01-15,https://www.trustpilot.com/review/anyti.me?page=11,14,14-09-2024,0,0,0,0,2021,1,15,,48,3,1,,0,0,"patients ,professionnel et sympathiquemerci axel",fr
bank,la Nef ,Chloé Torrente,La seule véritable banque éthique et…,"La seule véritable banque éthique et indépendante, ouvrir un livret d'épargne est facile, rapide et plein de sens !",,0.0,,2022-12-30,https://www.trustpilot.com/review/www.lanef.com?page=4,6,14-09-2024,0,0,0,0,2022,12,30,,115,1,4,',0,0,"la seule véritable banque éthique et indépendante, ouvrir un livret d'épargne est facile, rapide et plein de sens",fr
bank,Orange Bank ,Lionel,Service impeccable," May 25, 2022","Bonjour Lionel,Merci pour votre avis positif !C'est un plaisir de vous lire.Bonne journée,Tom.",0.0,,2022-05-25,https://www.trustpilot.com/review/orangebank.fr?page=20,41,14-09-2024,0,0,0,0,2022,5,25,,13,1,1,,0,0,"may 25, 2022",tl
bank,Sumeria ,client,Excellent,Bonne application,Merci pour vos encouragements ! 💪 À bientôt - L'équipe Lydia,0.0,,2022-05-09,https://www.trustpilot.com/review/sumeria.eu?page=46,51,14-09-2024,1,0,0,0,2022,5,9,,17,1,0,,0,0,bonne application,fr
bank,Fortuneo ,DANIEL RAGOT,faille de securite sur transaction cb," June 14, 2023","Bonjour Daniel,Nous accordons une grande importance à la sécurité de nos transactions par carte bancaire et nous regrettons d'apprendre que vous avez constaté une faille de sécurité. La protection de vos données et la prévention de la fraude sont des priorités pour nous. Votre avis est important pour nous car il nous aide à améliorer constamment nos services. Pour nous permettre de mieux vous répondre nous vous invitons à formuler une réclamation par e-mail en utilisant le formulaire disponible sur vôtre « Accès Client », rubrique « Nous contacter ». Sélectionnez le motif ""Formuler une réclamation"".Cordialement,L'Équipe Fortuneo.",0.0,,2023-06-22,https://www.trustpilot.com/review/fortuneo.fr?page=6,10,14-09-2024,0,0,0,0,2023,6,22,,14,1,1,,0,0,"june 14, 2023",fr
bank,Qonto ,Maxime B,Efficace,"Simple, agréable","Bonjour Maxime, merci pour votre retour d'expérience positif et votre soutien ! 😊",0.0,,2024-07-16,https://www.trustpilot.com/review/qonto.com?page=5,30,14-09-2024,1,0,0,0,2024,7,16,,16,1,1,,0,0,"simple, agréable",fr
bank,BoursoBank ,Alqadi,You make life is so easy,"You make life is so easy, Thank you",,0.0,,2022-01-05,https://www.trustpilot.com/review/boursobank.com?page=8,10,14-09-2024,0,0,0,0,2022,1,5,,35,2,1,,0,0,"you make life is so easy, thank you",en
bank,Qonto ,Calin Popa,Excellent services and price,Excellent services and price. I will continue to be a customer.,"Hello Calin, we are infinitely grateful for your precious support! 🤩",0.0,,2024-05-24,https://www.trustpilot.com/review/qonto.com?page=4,30,14-09-2024,1,0,0,0,2024,5,24,,63,2,2,,0,0,excellent services and price. i will continue to be a customer.,en
bank,Sumeria ,Marie,I had an interrogation ans i got A…,I had an interrogation ans i got A Quick Answer from thé Lydia team Nice people âne close following,Thank you so much !,0.0,,2020-07-27,https://www.trustpilot.com/review/sumeria.eu?page=48,51,14-09-2024,0,0,0,0,2020,7,27,,99,6,0,,0,0,i had an interrogation ans i got a quick answer from thé lydia team nice people âne close following,en
bank,Fortuneo ,CHRISTINE PRIMAULT,Banque efficace et sans surprise," June 13, 2023",,0.0,,2023-06-14,https://www.trustpilot.com/review/fortuneo.fr?page=3,10,14-09-2024,0,0,0,0,2023,6,14,,14,1,1,,0,0,"june 13, 2023",et
bank,Cofidis ,Bertrand Zimmer,Very Good experience,"Very Good experience, responsive customer support","Bonjour Bertrand, merci pour votre retour. A très bientôt chez Cofidis ! Estelle de l'équipe Cofidis.",0.0,,2021-03-22,https://www.trustpilot.com/review/cofidis.fr?page=15,17,14-09-2024,0,0,0,0,2021,3,22,,49,2,1,,0,0,"very good experience, responsive customer support",en
bank,Cofidis ,CLAUDE FRANCOIS,Correct,"Correct, respect...",Bonjour Claude. Merci beaucoup pour votre message. A très vite ! Christine de l'équipe Cofidis.,0.0,,2021-09-13,https://www.trustpilot.com/review/cofidis.fr?page=12,17,14-09-2024,0,0,0,0,2021,9,13,,19,1,4,,0,0,"correct, respect...",en
bank,Sumeria ,Arthur,Super service,"Super service, simple d’utilisation",,0.0,,2022-09-06,https://www.trustpilot.com/review/sumeria.eu?page=28,51,14-09-2024,1,0,0,0,2022,9,6,,35,1,2,’,0,0,"super service, simple d utilisation",fr
bank,Qonto ,Paul Pausan,Qonto is a good surprise,Qonto is a good surprise. It has a few disadvantages in comparison to classic local banks but so many advantages. I never had to deal with client service so not sure how responsive they are but the fact that I never needed it means they provide a good service so hopefully I will never need to find out.,"Hello Paul Pausan,Thank you for your positive feedback!We are glad to hear that our service/application lives up to your expectations. 😍Remember that you can contact us for any information you need and keep up to date with all our news.",0.0,,2023-03-14,https://www.trustpilot.com/review/qonto.com?page=16,30,14-09-2024,0,0,0,0,2023,3,14,,303,5,3,,0,0,qonto is a good surprise. it has a few disadvantages in comparison to classic local banks but so many advantages. i never had to deal with client service so not sure how responsive they are but the fact that i never needed it means they provide a good service so hopefully i will never need to find out.,en
bank,Anytime ,MOHAMMAD ASHFAQ KARIM BEGUM,YOU ARE EXCELLENT IN YOUR QUICK SERVICE," January 01, 2023","Hi Mohammad, Thank you so much for your positive feedback! We are looking forward to helping you again 🌟Regards,Barbara - Anytime",0.0,,2023-01-02,https://www.trustpilot.com/review/anyti.me?page=3,14,14-09-2024,0,0,0,0,2023,1,2,,17,1,1,,0,0,"january 01, 2023",id
bank,Younited Credit ,Romain,Rapide efficace top," February 17, 2021",,0.0,,2021-02-17,https://www.trustpilot.com/review/www.younited-credit.com?page=18,38,14-09-2024,1,0,0,0,2021,2,17,,18,1,1,,0,0,"february 17, 2021",en
bank,Sumeria ,Naveed,Very very good account," June 25, 2023",,0.0,,2023-07-01,https://www.trustpilot.com/review/sumeria.eu?page=16,51,14-09-2024,1,0,0,0,2023,7,1,,14,1,1,,0,0,"june 25, 2023",et
bank,Britline ,John Catterson,Outstanding,"I have been with Britline over three years since I came to France. I am 62 and I can honestly say that I have never experienced such amazing customer service, every single time I have had to call. And being 62 I have called for the most trivial of reasons…lol. Just for being talked through how to use the online banking etc.  I can quickly speak to someone without pressing buttons and every single Britline advisor that I have spoken to has been amazing. I used to be with Barclays Premier Banking in the Uk…And pay a fee for the privilege. If I wanted to speak to someone, I had to tap dance pressing numbers for 5 minutes to get through…and then speak to someone in a large call centre who seemed to just want the call over ASAP…presumably under pressure to take the next.Britline on the other hand , takes me back 40 years when people were actually interested in you and sincere in solving your problems.  If you are from the UK and are looking for a bank, you would be crazy not to choose Britline.Thank you Britline for your Amazon customer service.John",,0.0,,2024-02-29,https://www.trustpilot.com/review/britline.com?page=4,6,14-09-2024,0,0,0,0,2024,2,29,,1060,36,18,…………,0,0,"i have been with britline over three years since i came to france. i am 62 and i can honestly say that i have never experienced such amazing customer service, every single time i have had to call. and being 62 i have called for the most trivial of reasons lol. just for being talked through how to use the online banking etc. i can quickly speak to someone without pressing buttons and every single britline advisor that i have spoken to has been amazing. i used to be with barclays premier banking in the uk and pay a fee for the privilege. if i wanted to speak to someone, i had to tap dance pressing numbers for 5 minutes to get through and then speak to someone in a large call centre who seemed to just want the call over asap presumably under pressure to take the next.britline on the other hand , takes me back 40 years when people were actually interested in you and sincere in solving your problems. if you are from the uk and are looking for a bank, you would be crazy not to choose britline.thank you britline for your amazon customer service.john",en
bank,Cofidis - O Cr&eacute;dito Por Telefone ,Sophia,Vraiment rapide au top et je remercie…,Vraiment rapide au top et je remercie d’avoir traiter mon dossier rapidement et surtout m’aider a surmonter tout ça merci en tous cas,,0.0,,2022-10-25,https://www.trustpilot.com/review/cofidis.pt?page=1,6,14-09-2024,0,0,0,0,2022,10,25,,133,1,2,’’,0,0,vraiment rapide au top et je remercie d avoir traiter mon dossier rapidement et surtout m aider a surmonter tout ça merci en tous cas,fr
bank,01 Banque en Ligne ,Mik,Excellent,Excellent 👌 Excellent service et prestation. A essayer.,,0.0,,2019-11-17,https://www.trustpilot.com/review/01banque-en-ligne.fr?page=2,3,14-09-2024,0,0,0,0,2019,11,17,,55,3,3,👌,0,0,excellent excellent service et prestation. a essayer.,fr
bank,01 Banque en Ligne ,Tom,Site top !,"Site top, je recommande !",,0.0,,2019-11-17,https://www.trustpilot.com/review/01banque-en-ligne.fr?page=3,3,14-09-2024,0,0,0,0,2019,11,17,,25,1,2,,0,0,"site top, je recommande",en
bank,Sumeria ,Vanessa,I am a very satisfied user of the Lydia…,I am a very satisfied user of the Lydia App. My customers love it. It's easy and reliable. It does bug sometimes but all I do is delete and re download besides that it's deserving of the 5 stars 🌟,,0.0,,2022-12-06,https://www.trustpilot.com/review/sumeria.eu?page=24,51,14-09-2024,1,0,0,0,2022,12,6,,196,7,6,''🌟,0,0,i am a very satisfied user of the lydia app. my customers love it. it's easy and reliable. it does bug sometimes but all i do is delete and re download besides that it's deserving of the 5 stars,en
